Place_Id,Place_Name,Description,Category,City,desc_length,combined_text,processed_text
355,Stone Garden Padalarang,Kawasan geowisata dengan formasi batuan kapur unik dan jalur trekking di Padalarang.,Wisata Alam,Bandung Barat,84,Kawasan geowisata dengan formasi batuan kapur unik dan jalur trekking di Padalarang. Wisata Alam,kawasan geowisata formasi batu kapur unik jalur trekking padalarang wisata alam
356,Goa Pawon,Gua prasejarah dengan situs arkeologi manusia purba di kawasan Padalarang Bandung Barat.,Wisata Sejarah,Bandung Barat,88,Gua prasejarah dengan situs arkeologi manusia purba di kawasan Padalarang Bandung Barat. Wisata Sejarah,gua prasejarah situs arkeologi manusia purba kawasan padalarang bandung barat wisata sejarah
357,Gunung Batu Lembang,Bukit batu dengan jalur pendakian singkat dan pemandangan Lembang dari ketinggian.,Wisata Alam,Bandung Barat,82,Bukit batu dengan jalur pendakian singkat dan pemandangan Lembang dari ketinggian. Wisata Alam,bukit batu jalur daki singkat pandang lembang tinggi wisata alam
358,Observatorium Bosscha,Observatorium astronomi bersejarah dengan teleskop besar di Lembang Bandung Barat.,Wisata Edukasi,Bandung Barat,82,Observatorium astronomi bersejarah dengan teleskop besar di Lembang Bandung Barat. Wisata Edukasi,observatorium astronomi sejarah teleskop besar lembang bandung barat wisata edukasi
359,Kampung Daun Culture Gallery,Restoran etnik dengan suasana alam pedesaan dan kuliner Sunda di Cihideung Lembang.,Wisata Kuliner,Bandung Barat,83,Restoran etnik dengan suasana alam pedesaan dan kuliner Sunda di Cihideung Lembang. Wisata Kuliner,restoran etnik suasana alam desa kuliner sunda cihideung lembang wisata kuliner
360,Lembang Park and Zoo,Kebun binatang modern dengan beragam satwa dan wahana keluarga di Lembang.,Wisata Edukasi,Bandung Barat,74,Kebun binatang modern dengan beragam satwa dan wahana keluarga di Lembang. Wisata Edukasi,kebun binatang modern agam satwa wahana keluarga lembang wisata edukasi
361,Bandung Treetop Adventure Park,Taman petualangan di atas pohon dengan flying fox dan jembatan tali di Cikole.,Wisata Olahraga,Bandung Barat,78,Taman petualangan di atas pohon dengan flying fox dan jembatan tali di Cikole. Wisata Olahraga,taman tualang atas pohon flying fox jembatan tali cikole wisata olahraga
362,Terminal Wisata Grafika,Pusat wisata terpadu dengan kuliner penginapan dan area rekreasi di Lembang.,Wisata Kuliner,Bandung Barat,76,Pusat wisata terpadu dengan kuliner penginapan dan area rekreasi di Lembang. Wisata Kuliner,pusat wisata padu kuliner inap area rekreasi lembang wisata kuliner
363,Punclut Bandung Barat,Kawasan dataran tinggi dengan deretan kafe dan pemandangan Kota Bandung malam hari.,Wisata Kuliner,Bandung Barat,83,Kawasan dataran tinggi dengan deretan kafe dan pemandangan Kota Bandung malam hari. Wisata Kuliner,kawasan datar tinggi deret kafe pandang kota bandung malam hari wisata kuliner
364,Lereng Anteng,Restoran dengan pemandangan pegunungan dan suasana alam Lembang Bandung Barat.,Wisata Kuliner,Bandung Barat,78,Restoran dengan pemandangan pegunungan dan suasana alam Lembang Bandung Barat. Wisata Kuliner,restoran pandang gunung suasana alam lembang bandung barat wisata kuliner
365,Sapu Lidi Resort,Resor dan restoran dengan suasana pedesaan Sunda di kawasan Lembang Bandung Barat.,Wisata Kuliner,Bandung Barat,82,Resor dan restoran dengan suasana pedesaan Sunda di kawasan Lembang Bandung Barat. Wisata Kuliner,resor restoran suasana desa sunda kawasan lembang bandung barat wisata kuliner
366,Imah Seniman,Resor dengan tema seni dan budaya Sunda di kawasan Lembang Bandung Barat.,Wisata Budaya,Bandung Barat,73,Resor dengan tema seni dan budaya Sunda di kawasan Lembang Bandung Barat. Wisata Budaya,resor tema seni budaya sunda kawasan lembang bandung barat wisata budaya
367,Bumi Sangkuriang,Taman wisata dengan kolam renang dan area rekreasi keluarga di Bandung Barat.,Taman Hiburan,Bandung Barat,77,Taman wisata dengan kolam renang dan area rekreasi keluarga di Bandung Barat. Taman Hiburan,taman wisata kolam renang area rekreasi keluarga bandung barat taman hibur
368,Sindang Reret Cikole,Resor dan restoran khas Sunda dengan kolam ikan di kawasan Cikole Lembang.,Wisata Kuliner,Bandung Barat,74,Resor dan restoran khas Sunda dengan kolam ikan di kawasan Cikole Lembang. Wisata Kuliner,resor restoran khas sunda kolam ikan kawasan cikole lembang wisata kuliner
369,D'Dieuland Bandung,Taman wisata dengan beragam wahana dan tema fantasi di Dago Pakar Bandung Barat.,Taman Hiburan,Bandung Barat,80,Taman wisata dengan beragam wahana dan tema fantasi di Dago Pakar Bandung Barat. Taman Hiburan,taman wisata agam wahana tema fantasi dago pakar bandung barat taman hibur
370,Wot Batu,Galeri seni batu karya Sunaryo dengan filosofi alam di kawasan Dago Bandung Barat.,Wisata Seni,Bandung Barat,82,Galeri seni batu karya Sunaryo dengan filosofi alam di kawasan Dago Bandung Barat. Wisata Seni,galeri seni batu karya sunaryo filosofi alam kawasan dago bandung barat wisata seni
371,Boscha Junior Hill Park,Taman bertema astronomi dengan wahana edukasi anak di kawasan Lembang Bandung Barat.,Wisata Edukasi,Bandung Barat,84,Taman bertema astronomi dengan wahana edukasi anak di kawasan Lembang Bandung Barat. Wisata Edukasi,taman tema astronomi wahana edukasi anak kawasan lembang bandung barat wisata edukasi
372,Pulosari Adventure,Wisata petualangan dengan paintball ATV dan outbound di kawasan Bandung Barat.,Wisata Olahraga,Bandung Barat,78,Wisata petualangan dengan paintball ATV dan outbound di kawasan Bandung Barat. Wisata Olahraga,wisata tualang paintball atv outbound kawasan bandung barat wisata olahraga
373,Saung Daweung Resort,Resor dengan saung tradisional dan pemandangan pegunungan di Bandung Barat.,Wisata Alam,Bandung Barat,75,Resor dengan saung tradisional dan pemandangan pegunungan di Bandung Barat. Wisata Alam,resor saung tradisional pandang gunung bandung barat wisata alam
374,Sanghyang Poek,Gua dan jeram dengan jalur trekking eksotik di kawasan Saguling Bandung Barat.,Wisata Alam,Bandung Barat,78,Gua dan jeram dengan jalur trekking eksotik di kawasan Saguling Bandung Barat. Wisata Alam,gua jeram jalur trekking eksotik kawasan saguling bandung barat wisata alam
375,Bumi Perkemahan Cikole,Area camping luas dengan fasilitas lengkap di tengah hutan pinus Lembang.,Wisata Alam,Bandung Barat,73,Area camping luas dengan fasilitas lengkap di tengah hutan pinus Lembang. Wisata Alam,area camping luas fasilitas lengkap tengah hutan pinus lembang wisata alam
376,Kampung Cai Ranca Upas,Bumi perkemahan dengan penangkaran rusa dan suasana hutan di Ciwidey Bandung Barat.,Wisata Alam,Bandung Barat,83,Bumi perkemahan dengan penangkaran rusa dan suasana hutan di Ciwidey Bandung Barat. Wisata Alam,bumi kemah tangkar rusa suasana hutan ciwidey bandung barat wisata alam
377,Bandung Adventure Park,Taman petualangan dengan flying fox paintball dan outbound di Bandung Barat.,Wisata Olahraga,Bandung Barat,76,Taman petualangan dengan flying fox paintball dan outbound di Bandung Barat. Wisata Olahraga,taman tualang flying fox paintball outbound bandung barat wisata olahraga
